sample_id,bio01_temp,bio12_precip,bio15_precip_season,elevation,landforms,soil_clay,soil_oc,soil_ph,label
1902_0,16.0,1268.0,20.0,67,24,19,2,6.2,3
1920_0,15.9,1223.0,19.0,88,34,24,4,6.1,5
1945_0,15.4,1204.0,18.0,81,24,24,2,5.9,1
1950_0,14.7,1195.0,17.0,144,21,15,3,5.9,5
1958_0,17.1,1381.0,22.0,38,34,24,2,6.0,3
1985_0,17.0,1286.0,18.0,60,34,26,5,6.2,3
1995_0,14.7,1206.0,17.0,86,24,11,2,6.0,5
2027_0,15.9,1247.0,20.0,72,34,24,5,5.7,5
2030_0,16.5,1271.0,20.0,66,34,19,3,5.9,2
2043_0,15.0,1216.0,17.0,153,21,15,4,5.9,2
2064_0,16.1,1344.0,21.0,53,24,25,2,6.5,5
2106_0,15.0,1256.0,18.0,79,24,12,2,5.7,1
2110_0,16.6,1351.0,21.0,50,41,27,3,6.1,3
2113_0,16.0,1259.0,20.0,63,24,45,4,6.1,5
2130_0,14.9,1216.0,17.0,155,21,18,2,5.7,3
2145_0,16.0,1285.0,21.0,59,24,39,3,6.0,3
2148_0,15.4,1250.0,19.0,71,34,19,2,6.0,5
2177_0,16.0,1345.0,21.0,69,41,19,6,5.4,5
2188_0,16.7,1315.0,20.0,55,21,29,7,6.6,1
2193_0,16.3,1285.0,19.0,84,31,25,6,5.5,2
2196_0,16.0,1312.0,21.0,69,34,26,3,6.3,5
2197_0,17.1,1364.0,22.0,41,24,21,2,5.8,5
2199_0,16.1,1344.0,21.0,58,24,17,2,6.0,5
2209_0,16.1,1287.0,20.0,56,34,27,4,6.5,2
2210_0,14.9,1220.0,17.0,94,24,20,3,5.6,5
2229_0,15.6,1208.0,18.0,72,24,20,2,5.7,5
2241_0,16.0,1297.0,21.0,61,41,21,2,6.1,5
2251_0,14.5,1203.0,16.0,86,34,16,2,6.1,5
2285_0,16.1,1335.0,21.0,73,41,18,2,5.7,3
2296_0,16.4,1346.0,20.0,60,21,30,4,6.3,3
2317_0,16.3,1346.0,20.0,42,41,25,10,7.0,5
2321_0,16.0,1297.0,20.0,101,24,19,2,5.3,5
2330_0,15.7,1261.0,19.0,66,34,28,2,6.6,2
2337_0,16.6,1336.0,20.0,57,24,29,9,6.1,3
2339_0,16.7,1380.0,20.0,46,34,33,3,6.1,1
2354_0,16.4,1415.0,21.0,101,21,14,2,5.3,5
2371_0,15.7,1241.0,20.0,64,34,19,2,5.8,3
2375_0,16.0,1246.0,20.0,77,34,13,2,5.8,5
2385_0,16.9,1317.0,20.0,45,41,25,10,6.3,5
2387_0,15.5,1228.0,17.0,68,24,19,2,6.5,5
2393_0,16.0,1234.0,19.0,70,34,20,3,6.0,3
2399_0,17.1,1387.0,22.0,40,24,16,2,5.5,5
2403_0,17.2,1394.0,22.0,35,34,36,3,6.6,5
2415_0,17.1,1331.0,21.0,38,34,36,3,5.6,5
2420_0,15.7,1215.0,18.0,99,31,12,2,5.4,5
2428_0,17.0,1329.0,21.0,48,21,25,10,6.8,5
2429_0,16.1,1240.0,20.0,70,34,21,3,5.9,1
2438_0,16.3,1356.0,20.0,52,34,33,2,6.2,5
2439_0,16.8,1283.0,19.0,57,34,21,4,6.1,5
2461_0,16.4,1356.0,20.0,52,24,21,2,5.9,5
2483_0,16.0,1258.0,20.0,65,24,32,2,6.0,3
2486_0,16.5,1326.0,20.0,45,24,34,2,6.1,1
2500_0,16.9,1316.0,20.0,60,24,19,4,6.1,5
2502_0,15.4,1260.0,18.0,72,34,30,2,6.4,5
2505_0,14.6,1206.0,16.0,84,24,17,2,6.1,5
2515_0,15.2,1255.0,17.0,78,24,20,2,5.8,3
2525_0,16.2,1290.0,20.0,55,41,25,5,5.5,5
2534_0,14.8,1231.0,18.0,82,34,19,3,6.2,3
2542_0,16.0,1303.0,20.0,103,24,21,3,5.1,5
2577_0,15.4,1251.0,19.0,71,34,26,2,6.0,99
2600_0,15.5,1248.0,19.0,70,24,13,2,5.8,5
2611_0,16.9,1402.0,21.0,49,34,14,2,5.7,3
2613_0,16.0,1277.0,21.0,61,34,41,3,5.9,5
2614_0,16.0,1286.0,20.0,78,34,18,2,5.5,3
2621_0,15.5,1211.0,18.0,76,34,17,2,6.0,5
2660_0,16.6,1269.0,20.0,59,24,16,2,5.9,1
2662_0,16.0,1304.0,20.0,89,41,20,2,5.5,5
2690_0,14.9,1208.0,18.0,104,31,16,2,6.0,5
2711_0,16.5,1263.0,20.0,60,24,24,3,5.9,3
2736_0,17.0,1349.0,18.0,41,34,42,5,5.8,5
2739_0,15.7,1228.0,17.0,78,34,14,3,5.7,2
2746_0,15.1,1248.0,18.0,73,24,42,2,5.8,1
2748_0,16.8,1351.0,21.0,45,24,31,3,6.0,2
2757_0,17.1,1330.0,20.0,36,34,36,10,6.0,3
2786_0,16.0,1282.0,21.0,60,41,42,3,6.1,1
2800_0,15.7,1219.0,18.0,73,24,20,3,6.1,2
2840_0,15.2,1222.0,17.0,114,34,17,3,5.8,5
2842_0,16.6,1312.0,20.0,50,24,25,8,6.0,3
2852_0,16.1,1283.0,21.0,60,24,37,3,6.3,3
2853_0,16.4,1357.0,20.0,53,34,21,2,5.2,5
2854_0,16.1,1332.0,20.0,63,24,14,2,5.7,5
2857_0,16.5,1290.0,20.0,56,24,17,2,5.8,5
2868_0,16.4,1352.0,20.0,53,24,21,2,6.0,3
2870_0,15.8,1219.0,19.0,75,24,19,2,5.9,5
2871_0,16.3,1327.0,20.0,48,34,29,3,6.3,5
2877_0,17.2,1398.0,21.0,36,24,28,2,5.7,3
2881_0,16.1,1286.0,20.0,56,42,27,4,6.0,1
2882_0,15.4,1251.0,19.0,72,24,14,2,5.8,5
2898_0,15.2,1215.0,17.0,79,24,25,3,6.3,5
2902_0,16.1,1268.0,21.0,63,34,38,3,6.0,5
2917_0,14.1,1190.0,16.0,196,21,16,4,5.7,5
2935_0,16.0,1237.0,19.0,66,34,31,2,5.7,5
2943_0,17.3,1377.0,21.0,39,24,13,2,5.9,3
2953_0,16.3,1284.0,20.0,78,21,28,2,5.5,5
2961_0,16.9,1329.0,21.0,42,41,29,3,5.8,5
2982_0,16.0,1326.0,21.0,58,34,27,2,6.5,5
2984_0,16.2,1286.0,20.0,61,34,21,2,5.5,5
2997_0,15.7,1254.0,19.0,69,24,24,2,6.0,3
2999_0,16.1,1286.0,21.0,62,24,23,3,6.1,3
3012_0,15.8,1233.0,18.0,70,34,24,2,5.8,5
3031_0,15.4,1254.0,19.0,68,34,35,3,6.1,5
3038_0,16.1,1296.0,19.0,98,24,16,3,5.1,3
3045_0,16.0,1276.0,19.0,63,34,20,2,5.7,3
3050_0,17.2,1392.0,22.0,37,24,27,4,6.1,3
3061_0,15.8,1254.0,20.0,67,24,33,2,6.2,5
3064_0,16.8,1339.0,21.0,46,24,28,2,5.7,3
3083_0,17.0,1340.0,18.0,41,41,29,2,6.0,5
3096_0,15.2,1254.0,18.0,69,34,41,4,6.1,5
3107_0,16.8,1322.0,20.0,49,24,23,10,6.2,5
3108_0,15.9,1383.0,20.0,110,24,17,2,5.4,1
3146_0,14.9,1235.0,18.0,80,24,20,2,6.0,3
3151_0,16.0,1243.0,20.0,84,34,18,5,5.5,5
3159_0,15.5,1247.0,19.0,88,34,15,2,5.8,5
3189_0,16.3,1317.0,20.0,54,34,14,4,5.4,5
3191_0,16.0,1255.0,20.0,61,34,34,2,5.7,3
3200_0,15.8,1268.0,20.0,69,34,28,4,7.1,5
3202_0,16.7,1309.0,19.0,58,24,26,5,5.4,5
3214_0,16.0,1317.0,21.0,55,24,24,2,5.7,3
3215_0,15.9,1229.0,19.0,74,24,20,3,5.7,99
3226_0,17.3,1382.0,22.0,35,41,23,4,6.1,5
3241_0,15.6,1225.0,17.0,72,41,28,6,5.8,5
3242_0,17.2,1388.0,22.0,35,41,25,2,6.0,99
3249_0,16.5,1264.0,20.0,62,34,25,3,5.7,5
3255_0,14.9,1236.0,17.0,79,34,36,4,6.5,3
3301_0,14.7,1205.0,17.0,87,34,21,2,5.9,5
3302_0,16.1,1252.0,20.0,65,34,29,4,6.1,5
3308_0,16.1,1271.0,20.0,71,41,22,4,5.6,2
3323_0,16.4,1277.0,20.0,68,24,17,2,5.8,99
3339_0,16.1,1274.0,20.0,65,24,19,3,5.7,2
3370_0,16.1,1296.0,20.0,78,34,26,3,5.7,5
3371_0,15.7,1253.0,20.0,68,41,41,2,6.1,5
3373_0,16.7,1411.0,21.0,76,21,16,4,5.2,1
3384_0,16.4,1304.0,20.0,55,24,38,8,6.6,5
3389_0,16.9,1315.0,19.0,39,41,27,8,6.1,5
3397_0,16.8,1317.0,20.0,56,34,28,8,6.1,5
3457_0,17.1,1301.0,17.0,44,24,41,3,6.0,2
3462_0,14.6,1202.0,17.0,181,21,15,2,5.6,5
3464_0,13.9,1171.0,16.0,196,34,15,3,6.2,5
3477_0,16.1,1282.0,20.0,81,24,27,4,5.4,5
3479_0,16.1,1293.0,20.0,87,24,28,4,5.7,5
3495_0,16.2,1351.0,21.0,50,34,21,2,6.1,5
3498_0,15.7,1212.0,18.0,75,24,18,2,6.0,5
3541_0,16.5,1377.0,20.0,46,24,29,3,5.9,1
3550_0,16.0,1301.0,20.0,62,24,16,2,6.1,5
3552_0,14.8,1231.0,18.0,83,34,20,3,6.0,3
3561_0,16.2,1346.0,20.0,53,34,21,2,6.0,3
3568_0,16.2,1286.0,20.0,63,24,15,2,6.0,5
3569_0,16.0,1287.0,20.0,64,34,27,3,6.0,1
3573_0,16.0,1314.0,22.0,77,24,26,9,6.6,3
3578_0,16.3,1315.0,20.0,54,34,29,6,6.2,99
3581_0,16.1,1277.0,20.0,74,34,23,4,5.8,5
3593_0,16.7,1382.0,20.0,47,24,22,4,5.6,5
3602_0,16.5,1336.0,20.0,60,24,23,8,5.9,5
3609_0,15.5,1250.0,19.0,69,24,20,2,6.0,5
3610_0,14.9,1204.0,17.0,85,34,28,6,5.6,5
3613_0,16.8,1365.0,21.0,49,24,17,2,5.7,2
3621_0,15.3,1287.0,19.0,169,41,16,2,5.3,3
3647_0,16.8,1314.0,19.0,54,24,34,9,6.3,1
3658_0,16.0,1272.0,19.0,61,24,24,2,5.9,1
3659_0,17.2,1378.0,22.0,36,24,17,2,5.5,1
3662_0,16.5,1275.0,20.0,59,34,15,2,5.7,1
3665_0,16.9,1328.0,21.0,43,34,30,2,6.0,5
3669_0,15.6,1250.0,19.0,70,41,36,5,5.8,5
3713_0,16.0,1262.0,20.0,61,34,42,3,6.1,5
3723_0,16.0,1303.0,20.0,62,24,12,2,5.9,3
3733_0,15.8,1219.0,18.0,78,24,26,4,6.2,99
3742_0,14.6,1208.0,16.0,89,24,26,2,5.8,1
3744_0,15.9,1319.0,20.0,68,24,12,2,6.2,99
3752_0,15.1,1218.0,17.0,85,41,24,3,6.1,1
3763_0,16.0,1270.0,20.0,74,24,18,2,6.2,1
3774_0,14.7,1208.0,17.0,88,24,18,2,5.9,5
3790_0,15.9,1240.0,20.0,63,41,29,3,6.3,1
3799_0,16.6,1361.0,20.0,49,24,19,2,5.9,3
3806_0,15.9,1385.0,20.0,102,42,13,2,5.6,5
3811_0,16.1,1277.0,21.0,56,34,30,10,7.1,1
3813_0,16.1,1271.0,19.0,54,24,20,2,5.7,2
3816_0,16.6,1381.0,20.0,53,41,27,4,5.5,1
3831_0,16.9,1323.0,20.0,47,34,25,6,6.3,5
3833_0,14.0,1152.0,16.0,124,41,14,2,6.1,5
3834_0,16.4,1304.0,20.0,50,41,33,7,6.2,5
3853_0,14.8,1209.0,17.0,83,34,28,3,6.5,3
3867_0,16.8,1265.0,19.0,56,24,28,3,6.0,1
3876_0,17.2,1300.0,17.0,50,34,35,6,6.0,5
3907_0,17.1,1335.0,21.0,40,24,20,2,6.0,3
3910_0,17.3,1384.0,22.0,34,41,46,2,5.9,5
3920_0,16.1,1256.0,20.0,68,24,26,4,6.0,3
3933_0,17.0,1330.0,20.0,42,34,37,2,5.7,5
3936_0,15.6,1219.0,18.0,83,24,17,2,5.7,2
3944_0,15.7,1223.0,18.0,71,34,33,4,6.1,5
3970_0,16.0,1289.0,20.0,60,41,29,5,5.9,3
3979_0,14.5,1198.0,17.0,148,21,16,5,5.7,5
4000_0,16.8,1344.0,21.0,44,34,37,2,5.7,5
4003_0,15.9,1258.0,20.0,68,24,34,3,6.0,3
4015_0,16.1,1288.0,19.0,101,24,26,3,6.0,1
4036_0,16.8,1266.0,20.0,59,34,28,3,6.0,1
4043_0,16.9,1386.0,21.0,45,24,19,2,5.9,5
4059_0,16.9,1367.0,21.0,42,24,20,2,5.7,5
4079_0,15.4,1244.0,18.0,110,21,16,3,5.9,3
4080_0,16.0,1322.0,21.0,53,24,23,3,6.3,5
4082_0,14.8,1205.0,17.0,84,21,24,4,6.1,5
4083_0,17.0,1376.0,22.0,40,24,23,2,6.2,5
4102_0,16.1,1252.0,20.0,68,24,17,2,5.7,5
4105_0,16.0,1281.0,20.0,66,24,33,10,6.3,3
4113_0,15.1,1254.0,18.0,69,34,39,2,6.3,3
4119_0,16.0,1311.0,21.0,59,24,16,2,5.8,5
4132_0,16.2,1264.0,20.0,53,34,30,3,6.0,3
4172_0,14.8,1202.0,17.0,143,31,16,2,5.9,5
4225_0,15.4,1213.0,18.0,79,24,18,2,5.8,5
4265_0,17.1,1305.0,18.0,49,41,24,5,6.2,5
4268_0,16.1,1296.0,20.0,83,41,31,3,5.5,3
4272_0,14.7,1207.0,16.0,86,34,27,4,6.2,5
4282_0,16.0,1271.0,20.0,63,41,25,4,5.6,2
4316_0,14.7,1241.0,18.0,142,21,13,3,5.4,5
4318_0,16.8,1405.0,21.0,64,21,19,3,5.3,3
4323_0,16.4,1304.0,20.0,53,24,37,6,6.4,5
4332_0,15.6,1260.0,19.0,70,34,38,3,6.0,99
4335_0,15.9,1226.0,18.0,73,24,17,2,5.8,99
4339_0,15.4,1253.0,19.0,70,34,38,2,6.6,5
4373_0,15.7,1245.0,20.0,66,34,16,2,5.9,5
4388_0,17.3,1386.0,22.0,35,24,43,4,5.9,3
4414_0,15.5,1219.0,17.0,66,41,30,5,6.4,5
4415_0,15.6,1248.0,19.0,68,34,14,3,6.1,3
4434_0,16.0,1283.0,21.0,60,24,44,3,6.0,2
4462_0,16.0,1315.0,21.0,68,34,30,8,6.1,5
4471_0,16.0,1416.0,20.0,122,21,13,2,5.3,99
4479_0,16.4,1280.0,20.0,56,34,14,2,5.6,5
4487_0,16.0,1232.0,19.0,72,34,18,4,6.0,1
4517_0,16.7,1342.0,21.0,45,34,31,3,6.5,1
4533_0,16.1,1273.0,20.0,52,34,15,2,5.9,5
4551_0,14.1,1189.0,16.0,108,31,19,2,6.2,1
4552_0,14.9,1237.0,17.0,127,32,16,3,5.4,1
4604_0,15.3,1219.0,18.0,84,24,15,3,5.8,3
4620_0,16.2,1274.0,20.0,52,24,24,3,5.9,3
4639_0,15.4,1249.0,19.0,72,34,17,2,6.2,3
4675_0,14.8,1223.0,17.0,171,21,19,3,5.8,1
4706_0,15.5,1250.0,19.0,65,34,28,2,6.7,3
4732_0,17.1,1334.0,21.0,40,41,42,3,6.0,5
