system:index,bio01_temp,bio12_precip,bio15_precip_season,elevation,label,landforms,soil_clay,soil_oc,soil_ph,.geo
143_0,160.0,1288.0,20.0,98,121,21,24,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,160.0,1337.0,21.0,61,190,24,25,4,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
148_0,161.0,1245.0,20.0,66,3,34,17,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,160.0,1263.0,21.0,63,5,41,27,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
150_0,160.0,1324.0,21.0,58,5,24,25,2,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
151_0,156.0,1247.0,20.0,66,2,41,16,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
154_0,160.0,1238.0,19.0,70,3,24,24,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
161_0,156.0,1213.0,18.0,76,61,24,26,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
162_0,135.0,1183.0,16.0,226,141,22,15,2,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
163_0,160.0,1321.0,20.0,63,5,24,14,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
164_0,150.0,1247.0,17.0,77,124,24,37,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
166_0,160.0,1268.0,20.0,66,5,24,18,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0,168.0,1389.0,21.0,48,5,24,29,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0,155.0,1249.0,19.0,67,5,34,33,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
175_0,168.0,1318.0,21.0,49,190,24,31,8,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
176_0,166.0,1353.0,20.0,50,2,24,17,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
179_0,165.0,1346.0,20.0,51,2,24,17,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
180_0,160.0,1285.0,20.0,65,190,41,30,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
181_0,161.0,1272.0,19.0,62,5,41,20,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
182_0,160.0,1259.0,21.0,64,5,24,41,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
185_0,139.0,1195.0,16.0,128,176,31,17,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
186_0,161.0,1263.0,20.0,64,5,34,22,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
188_0,161.0,1285.0,21.0,59,1,34,33,2,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
189_0,140.0,1192.0,16.0,183,141,32,17,5,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
196_0,140.0,1181.0,16.0,201,141,22,14,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
202_0,150.0,1247.0,18.0,75,2,34,17,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
203_0,154.0,1265.0,18.0,75,5,34,39,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
207_0,167.0,1334.0,20.0,51,190,21,24,15,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
210_0,167.0,1351.0,21.0,51,5,34,34,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
211_0,164.0,1327.0,20.0,48,1,24,34,3,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
213_0,171.0,1396.0,22.0,37,5,41,28,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
215_0,160.0,1283.0,21.0,64,5,41,34,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
217_0,161.0,1268.0,20.0,70,190,34,17,3,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
218_0,159.0,1393.0,20.0,102,141,42,15,3,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
219_0,159.0,1285.0,20.0,86,5,24,15,7,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
220_0,165.0,1352.0,20.0,49,2,34,17,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
222_0,158.0,1237.0,20.0,69,122,24,11,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
223_0,163.0,1309.0,20.0,52,190,41,26,4,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
224_0,143.0,1210.0,17.0,155,141,21,16,9,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
225_0,160.0,1321.0,21.0,60,190,24,22,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
229_0,165.0,1342.0,20.0,51,2,24,20,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
231_0,152.0,1275.0,18.0,189,141,21,15,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
238_0,172.0,1312.0,17.0,48,1,24,20,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
240_0,147.0,1213.0,18.0,81,1,34,16,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
241_0,148.0,1220.0,18.0,83,1,41,12,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
242_0,160.0,1251.0,20.0,64,5,31,36,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
244_0,167.0,1280.0,19.0,60,1,24,17,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
249_0,159.0,1230.0,18.0,69,3,24,20,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
250_0,142.0,1199.0,16.0,139,141,21,15,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
254_0,173.0,1388.0,21.0,40,5,34,40,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
255_0,154.0,1249.0,19.0,75,5,24,15,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
257_0,173.0,1376.0,22.0,34,190,41,27,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
263_0,147.0,1214.0,18.0,82,5,34,13,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
264_0,154.0,1251.0,19.0,69,5,34,44,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
267_0,163.0,1308.0,20.0,50,5,24,24,4,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
272_0,160.0,1276.0,21.0,61,5,34,41,4,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
274_0,163.0,1269.0,20.0,49,190,34,30,10,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
277_0,151.0,1200.0,17.0,78,3,34,29,3,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0,154.0,1251.0,19.0,67,5,34,35,4,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
290_0,154.0,1213.0,18.0,75,5,24,18,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
293_0,163.0,1266.0,20.0,58,5,34,17,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
294_0,158.0,1244.0,20.0,75,190,24,23,14,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
297_0,160.0,1310.0,20.0,60,2,41,13,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
298_0,162.0,1287.0,19.0,90,123,21,26,2,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
301_0,168.0,1314.0,20.0,53,190,24,17,7,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
303_0,171.0,1338.0,20.0,40,2,24,15,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
304_0,158.0,1213.0,18.0,73,3,41,22,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
306_0,161.0,1289.0,20.0,55,1,24,16,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
308_0,161.0,1293.0,21.0,65,2,24,16,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
311_0,161.0,1296.0,21.0,62,5,24,17,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
312_0,150.0,1243.0,18.0,78,1,24,10,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
315_0,170.0,1395.0,21.0,39,5,34,32,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
316_0,162.0,1269.0,20.0,55,5,24,16,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
318_0,159.0,1389.0,20.0,109,142,24,15,3,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
319_0,158.0,1217.0,18.0,73,1,24,15,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
322_0,162.0,1264.0,20.0,61,190,24,33,7,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
323_0,157.0,1218.0,18.0,71,5,34,22,4,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
324_0,165.0,1320.0,20.0,46,2,21,25,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
327_0,170.0,1362.0,22.0,41,5,31,41,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
328_0,171.0,1396.0,22.0,39,1,34,32,2,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
329_0,161.0,1265.0,21.0,62,5,34,32,3,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
330_0,161.0,1337.0,21.0,68,190,41,28,4,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
334_0,164.0,1356.0,20.0,50,5,41,20,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
336_0,169.0,1353.0,21.0,45,5,24,43,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
339_0,171.0,1394.0,21.0,46,190,34,26,5,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
342_0,160.0,1253.0,19.0,62,5,24,25,3,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
343_0,166.0,1293.0,19.0,58,122,31,16,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
346_0,160.0,1283.0,20.0,77,190,34,21,4,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
347_0,162.0,1266.0,19.0,57,190,34,35,5,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
351_0,171.0,1338.0,21.0,38,5,34,47,7,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
352_0,168.0,1354.0,21.0,44,5,34,45,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
353_0,143.0,1193.0,17.0,181,141,31,17,4,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
356_0,171.0,1336.0,21.0,40,5,24,20,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
359_0,160.0,1289.0,20.0,58,5,34,18,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
360_0,135.0,1184.0,16.0,236,141,21,16,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
362_0,160.0,1275.0,21.0,69,123,34,24,3,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
364_0,147.0,1234.0,18.0,123,141,21,11,3,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
368_0,162.0,1277.0,20.0,71,123,24,25,4,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
369_0,161.0,1257.0,20.0,66,3,34,22,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
375_0,150.0,1241.0,17.0,75,3,34,37,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
378_0,160.0,1298.0,20.0,72,190,34,19,3,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_0,161.0,1267.0,19.0,59,5,24,26,2,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0,161.0,1271.0,19.0,53,1,34,18,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0,168.0,1271.0,19.0,61,5,24,24,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0,159.0,1228.0,18.0,68,3,34,29,3,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0,159.0,1263.0,20.0,66,5,24,39,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_0,146.0,1205.0,16.0,88,5,34,17,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_0,158.0,1227.0,18.0,70,3,24,17,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_0,170.0,1365.0,21.0,42,1,24,22,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_0,158.0,1216.0,19.0,70,5,34,15,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_0,171.0,1319.0,19.0,48,5,24,15,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
405_0,161.0,1315.0,20.0,91,122,42,29,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0,161.0,1263.0,19.0,52,5,34,21,2,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0,160.0,1290.0,20.0,87,2,34,13,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0,164.0,1291.0,20.0,54,5,34,17,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0,148.0,1234.0,19.0,82,5,24,10,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,170.0,1312.0,19.0,45,5,24,25,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,150.0,1256.0,18.0,74,2,34,18,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0,142.0,1160.0,16.0,163,141,21,16,5,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0,154.0,1254.0,19.0,68,3,34,37,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_0,156.0,1246.0,19.0,73,3,24,16,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0,158.0,1267.0,19.0,68,5,24,25,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0,148.0,1226.0,18.0,82,111,41,20,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0,148.0,1227.0,19.0,82,1,41,16,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0,171.0,1337.0,21.0,39,5,41,56,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0,163.0,1289.0,20.0,51,190,24,31,6,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0,141.0,1205.0,16.0,118,176,31,17,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0,173.0,1390.0,22.0,36,1,24,21,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0,159.0,1216.0,19.0,80,190,34,18,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0,155.0,1251.0,19.0,70,3,34,38,5,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0,160.0,1266.0,19.0,64,5,24,17,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0,140.0,1198.0,16.0,184,141,22,15,5,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0,141.0,1213.0,16.0,145,176,21,16,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0,168.0,1311.0,20.0,37,111,34,27,0,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0,148.0,1213.0,17.0,90,5,24,17,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_0,168.0,1298.0,19.0,57,3,24,18,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_0,160.0,1269.0,20.0,63,5,24,28,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
468_0,170.0,1410.0,21.0,83,141,21,15,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_0,143.0,1202.0,17.0,189,141,21,17,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_0,165.0,1266.0,20.0,61,5,24,20,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
473_0,170.0,1325.0,20.0,42,2,24,25,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
475_0,152.0,1208.0,18.0,74,3,34,16,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
476_0,137.0,1187.0,16.0,208,141,21,13,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
477_0,173.0,1389.0,22.0,34,5,24,28,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
478_0,157.0,1250.0,19.0,66,2,24,21,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
482_0,161.0,1271.0,20.0,56,190,34,33,7,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
483_0,160.0,1266.0,19.0,67,122,24,14,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
486_0,169.0,1392.0,21.0,45,5,34,24,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
487_0,152.0,1203.0,17.0,79,5,24,18,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
488_0,161.0,1321.0,21.0,45,111,41,26,20,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
490_0,160.0,1281.0,20.0,66,5,34,14,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
491_0,159.0,1252.0,20.0,63,5,34,37,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
494_0,173.0,1375.0,22.0,39,190,24,20,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
496_0,161.0,1289.0,20.0,85,121,42,26,5,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
498_0,152.0,1217.0,18.0,77,5,24,23,3,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
500_0,156.0,1223.0,18.0,72,26,24,11,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
501_0,169.0,1370.0,21.0,43,5,34,30,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
502_0,155.0,1270.0,18.0,73,3,24,41,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
504_0,158.0,1234.0,20.0,63,5,24,17,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
505_0,156.0,1273.0,19.0,77,190,24,28,5,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
509_0,162.0,1354.0,20.0,50,2,24,20,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_0,162.0,1305.0,20.0,78,124,34,23,2,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
513_0,146.0,1204.0,17.0,89,3,41,19,2,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
521_0,161.0,1399.0,20.0,96,176,21,11,2,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
524_0,149.0,1235.0,18.0,78,5,34,36,4,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
526_0,161.0,1345.0,21.0,54,3,24,32,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
528_0,161.0,1291.0,20.0,97,122,24,28,6,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
530_0,160.0,1250.0,20.0,61,5,24,35,6,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
532_0,159.0,1228.0,18.0,70,3,24,24,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
533_0,157.0,1288.0,20.0,77,190,34,17,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
534_0,159.0,1326.0,20.0,126,123,21,21,3,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
535_0,172.0,1387.0,21.0,43,5,34,15,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
539_0,151.0,1214.0,17.0,82,3,24,20,2,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
542_0,168.0,1404.0,21.0,48,190,34,17,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
543_0,153.0,1231.0,18.0,120,121,41,16,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
544_0,168.0,1313.0,20.0,54,190,24,23,5,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
548_0,162.0,1280.0,20.0,67,190,34,27,6,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
549_0,159.0,1235.0,20.0,65,5,24,17,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
551_0,156.0,1253.0,19.0,68,3,34,36,5,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
553_0,167.0,1375.0,21.0,45,5,34,23,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
554_0,160.0,1262.0,19.0,62,2,24,13,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
555_0,166.0,1271.0,19.0,59,1,24,22,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
557_0,167.0,1310.0,19.0,60,190,24,26,5,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
562_0,148.0,1222.0,19.0,82,2,34,12,2,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
564_0,155.0,1248.0,19.0,68,5,34,34,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
566_0,138.0,1158.0,16.0,191,141,21,16,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
569_0,163.0,1270.0,20.0,55,190,41,24,8,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
572_0,150.0,1202.0,17.0,83,121,41,24,4,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
